"plots" "tag" "X" "Y" "SPECIESID" "dbh" "height" "pft" "n" "balive" "bdead" "lai"
1 24573 514183.081687908 3374936.59302572 "ARISTR" 2.42833240359326 1.5 3 0.000143910513197452 0.0114290077385398 0.11161541165294 1.85868234548881e-05
1 23942 514199.423391703 3374932.9951685 "ARISTR" 2.42819243169905 1.5 3 0.000143910513197452 0.0114290077385398 0.111602736875335 1.85868234548881e-05
1 7739 514174.958827515 3374873.84437235 "ARISTR" 2.42816736832936 1.5 3 0.000143910513197452 0.0114290077385398 0.111600467404268 1.85868234548881e-05
1 22605 514190.621467761 3374871.31671116 "ARISTR" 2.42814682532458 1.5 3 0.000143910513197452 0.0114290077385398 0.111598607266114 1.85868234548881e-05
1 12210 514182.707544707 3374862.71396637 "ARISTR" 2.4281232375605 1.5 3 0.000143910513197452 0.0114290077385398 0.111596471448419 1.85868234548881e-05
1 3312 514209.090345353 3374899.96130785 "ARISTR" 2.42807714047277 1.5 3 0.000143910513197452 0.0114290077385398 0.111592297521432 1.85868234548881e-05
1 8815 514169.459383043 3374905.19723182 "ARISTR" 2.42806853186999 1.5 3 0.000143910513197452 0.0114290077385398 0.111591518051653 1.85868234548881e-05
1 23006 514209.175367453 3374895.55234703 "ARISTR" 2.42800662718046 1.5 3 0.000143910513197452 0.0114290077385398 0.111585912942882 1.85868234548881e-05
1 17610 514182.480256058 3374906.93453085 "ARISTR" 2.42800469742593 1.5 3 0.000143910513197452 0.0114290077385398 0.111585738217088 1.85868234548881e-05
1 25597 514159.90700542 3374849.01583926 "ARISTR" 2.42793198342131 1.5 3 0.000143910513197452 0.0114290077385398 0.111579154569988 1.85868234548881e-05
1 2713 514207.69267536 3374859.80376456 "ARISTR" 2.42786908405699 1.5 3 0.000143910513197452 0.0114290077385398 0.111573459711066 1.85868234548881e-05
1 2361 514153.172378173 3374855.83926866 "ARISTR" 2.42784464126878 1.5 3 0.000143910513197452 0.0114290077385398 0.111571246718884 1.85868234548881e-05
1 17289 514164.413527767 3374867.87383603 "ARISTR" 2.42779704449846 1.5 3 0.000143910513197452 0.0114290077385398 0.111566937481997 1.85868234548881e-05
1 5590 514164.873466944 3374879.38109414 "ARISTR" 2.42771209720995 1.5 3 0.000143910513197452 0.0114290077385398 0.111559246869948 1.85868234548881e-05
1 8187 514183.790537502 3374866.53872771 "ARISTR" 2.42769626626987 1.5 3 0.000143910513197452 0.0114290077385398 0.111557813661553 1.85868234548881e-05
1 10433 514198.874417186 3374863.3836258 "ARISTR" 2.42767290302776 1.5 3 0.000143910513197452 0.0114290077385398 0.111555698554532 1.85868234548881e-05
1 4608 514213.569356916 3374947.07889921 "ARISTR" 2.42759848152663 1.5 3 0.000143910513197452 0.0114290077385398 0.111548961203469 1.85868234548881e-05
1 3342 514213.790822071 3374860.98564397 "ARISTR" 2.42747158540979 1.5 3 0.000143910513197452 0.0114290077385398 0.111537473806893 1.85868234548881e-05
1 10233 514175.797179374 3374929.57750974 "ARISTR" 2.42742095946058 1.5 3 0.000143910513197452 0.0114290077385398 0.111532891005301 1.85868234548881e-05
1 15067 514197.788116221 3374904.54112809 "ARISTR" 2.42717399262816 1.5 3 0.000143910513197452 0.0114290077385398 0.111510536210852 1.85868234548881e-05
1 15326 514210.484838898 3374927.08996251 "ARISTR" 2.42715146841591 1.5 3 0.000143910513197452 0.0114290077385398 0.111508497487623 1.85868234548881e-05
1 2273 514213.014544993 3374871.91535167 "ARISTR" 2.42713180464973 1.5 3 0.000143910513197452 0.0114290077385398 0.111506717685585 1.85868234548881e-05
1 13016 514195.045872574 3374863.7386314 "ARISTR" 2.42704382097452 1.5 3 0.000143910513197452 0.0114290077385398 0.111498754299826 1.85868234548881e-05
1 5472 514201.596672127 3374910.98236494 "ARISTR" 2.42694636733477 1.5 3 0.000143910513197452 0.0114290077385398 0.111489934116265 1.85868234548881e-05
1 17298 514204.323530188 3374872.40451781 "ARISTR" 2.42688833954691 1.5 3 0.000143910513197452 0.0114290077385398 0.111484682390038 1.85868234548881e-05
1 17708 514210.713899241 3374904.11105248 "ARISTR" 2.42688490781733 1.5 3 0.000143910513197452 0.0114290077385398 0.111484371809822 1.85868234548881e-05
1 13515 514176.881369376 3374866.78097038 "ARISTR" 2.42679141671819 1.5 3 0.000143910513197452 0.0114290077385398 0.111475910792561 1.85868234548881e-05
1 19036 514185.044653123 3374926.15419577 "ARISTR" 2.42672568662867 1.5 3 0.000143910513197452 0.0114290077385398 0.111469962357595 1.85868234548881e-05
1 11192 514157.665369256 3374940.47765702 "ARISTR" 2.42666753398238 1.5 3 0.000143910513197452 0.0114290077385398 0.111464699795633 1.85868234548881e-05
1 13601 514164.972646852 3374948.80703485 "ARISTR" 2.42665343401298 1.5 3 0.000143910513197452 0.0114290077385398 0.11146342382806 1.85868234548881e-05
1 11011 514177.125329597 3374878.84031026 "ARISTR" 2.42662596961822 1.5 3 0.000143910513197452 0.0114290077385398 0.111460938476141 1.85868234548881e-05
1 9002 514167.490514267 3374929.71440184 "ARISTR" 2.42645083001232 1.5 3 0.000143910513197452 0.0114290077385398 0.111445090104801 1.85868234548881e-05
1 17501 514182.483468831 3374855.95539067 "ARISTR" 2.42634566005459 1.5 3 0.000143910513197452 0.0114290077385398 0.111435573815556 1.85868234548881e-05
1 21618 514152.894601607 3374885.03644855 "ARISTR" 2.42626272967635 1.5 3 0.000143910513197452 0.0114290077385398 0.111428070153796 1.85868234548881e-05
1 17502 514188.26464556 3374935.32248485 "ARISTR" 2.42626128439854 1.5 3 0.000143910513197452 0.0114290077385398 0.111427939385155 1.85868234548881e-05
1 13371 514173.720526655 3374852.4108698 "ARISTR" 2.42623602847379 1.5 3 0.000143910513197452 0.0114290077385398 0.111425654242938 1.85868234548881e-05
1 18294 514178.467647808 3374884.65614031 "ARISTR" 2.42620359547757 1.5 3 0.000143910513197452 0.0114290077385398 0.111422719757077 1.85868234548881e-05
1 23845 514205.527517538 3374885.58520293 "ARISTR" 2.4261814388846 1.5 3 0.000143910513197452 0.0114290077385398 0.1114207150857 1.85868234548881e-05
1 4742 514207.027488144 3374891.29778762 "ARISTR" 2.42604024509461 1.5 3 0.000143910513197452 0.0114290077385398 0.11140794065301 1.85868234548881e-05
1 1665 514179.126717546 3374851.39169071 "ARISTR" 2.42590167532568 1.5 3 0.000143910513197452 0.0114290077385398 0.11139540432848 1.85868234548881e-05
1 2636 514208.271379069 3374929.80981746 "ARISTR" 2.4258058749124 1.5 3 0.000143910513197452 0.0114290077385398 0.111386737728254 1.85868234548881e-05
1 1176 514181.67225429 3374895.38541643 "ARISTR" 2.42580270670339 1.5 3 0.000143910513197452 0.0114290077385398 0.111386451121374 1.85868234548881e-05
1 3958 514173.272525442 3374898.13753872 "ARISTR" 2.425709388948 1.5 3 0.000143910513197452 0.0114290077385398 0.11137800944514 1.85868234548881e-05
1 18775 514179.542250084 3374917.98018247 "ARISTR" 2.4256812962561 1.5 3 0.000143910513197452 0.0114290077385398 0.111375468196144 1.85868234548881e-05
1 24367 514153.312387521 3374849.31449909 "ARISTR" 2.42565261162098 1.5 3 0.000143910513197452 0.0114290077385398 0.111372873429762 1.85868234548881e-05
1 22610 514176.645264023 3374924.33212878 "ARISTR" 2.42556762527309 1.5 3 0.000143910513197452 0.0114290077385398 0.111365185874913 1.85868234548881e-05
1 12688 514207.687611829 3374897.36724272 "ARISTR" 2.42530998447504 1.5 3 0.000143910513197452 0.0114290077385398 0.111341882225472 1.85868234548881e-05
1 19310 514165.934426702 3374902.69604727 "ARISTR" 2.42511089794149 1.5 3 0.000143910513197452 0.0114290077385398 0.111323876463003 1.85868234548881e-05
1 13060 514192.509663104 3374930.58100246 "ARISTR" 2.42509926157923 1.5 3 0.000143910513197452 0.0114290077385398 0.111322824092757 1.85868234548881e-05
1 1095 514155.729519426 3374862.3693921 "ARISTR" 2.42502588666826 1.5 3 0.000143910513197452 0.0114290077385398 0.111316188319622 1.85868234548881e-05
1 5330 514171.276906109 3374853.42554691 "ARISTR" 2.42487193709675 1.5 3 0.000143910513197452 0.0114290077385398 0.111302266285968 1.85868234548881e-05
1 6354 514207.511381883 3374921.18776042 "ARISTR" 2.42476922081355 1.5 3 0.000143910513197452 0.0114290077385398 0.111292977879912 1.85868234548881e-05
1 18457 514196.644003738 3374849.19959693 "ARISTR" 2.42476082930432 1.5 3 0.000143910513197452 0.0114290077385398 0.111292219071179 1.85868234548881e-05
1 9870 514178.206406374 3374936.9806001 "ARISTR" 2.42474164413019 1.5 3 0.000143910513197452 0.0114290077385398 0.111290484246492 1.85868234548881e-05
1 10275 514177.836745769 3374892.68830045 "ARISTR" 2.42470131098902 1.5 3 0.000143910513197452 0.0114290077385398 0.11128683715445 1.85868234548881e-05
1 13126 514159.180984773 3374875.67633094 "ARISTR" 2.42454276751291 1.5 3 0.000143910513197452 0.0114290077385398 0.111272501557758 1.85868234548881e-05
1 8924 514181.659034964 3374845.66017877 "ARISTR" 2.42448445450592 1.5 3 0.000143910513197452 0.0114290077385398 0.111267229089261 1.85868234548881e-05
1 19835 514185.149079323 3374910.92667492 "ARISTR" 2.42448279412045 1.5 3 0.000143910513197452 0.0114290077385398 0.11126707896452 1.85868234548881e-05
1 7631 514159.518684961 3374852.15125479 "ARISTR" 2.4244757454894 1.5 3 0.000143910513197452 0.0114290077385398 0.111266441659459 1.85868234548881e-05
1 18669 514160.234981826 3374858.97804092 "ARISTR" 2.4244577135897 1.5 3 0.000143910513197452 0.0114290077385398 0.111264811305538 1.85868234548881e-05
1 1203 514203.510292231 3374920.47074136 "ARISTR" 2.42442212486271 1.5 3 0.000143910513197452 0.0114290077385398 0.111261593585878 1.85868234548881e-05
1 12943 514194.183769413 3374844.95671743 "ARISTR" 2.42441178118265 1.5 3 0.000143910513197452 0.0114290077385398 0.111260658380839 1.85868234548881e-05
1 14301 514164.643951049 3374930.84794641 "ARISTR" 2.42437556467039 1.5 3 0.000143910513197452 0.0114290077385398 0.111257383961189 1.85868234548881e-05
1 22239 514175.232061654 3374897.71070714 "ARISTR" 2.42425902475769 1.5 3 0.000143910513197452 0.0114290077385398 0.111246847636914 1.85868234548881e-05
1 3837 514185.828874746 3374885.90972483 "ARISTR" 2.42424919779012 1.5 3 0.000143910513197452 0.0114290077385398 0.111245959207391 1.85868234548881e-05
1 10366 514192.729503634 3374888.59645769 "ARISTR" 2.42415642122845 1.5 3 0.000143910513197452 0.0114290077385398 0.111237571701921 1.85868234548881e-05
1 15412 514171.947573277 3374905.63980205 "ARISTR" 2.4241190397958 1.5 3 0.000143910513197452 0.0114290077385398 0.111234192305233 1.85868234548881e-05
1 2716 514156.98265364 3374913.73424671 "ARISTR" 2.42401997441723 1.5 3 0.000143910513197452 0.0114290077385398 0.111225236734301 1.85868234548881e-05
1 22538 514189.049325866 3374944.92354363 "ARISTR" 2.42398466202736 1.5 3 0.000143910513197452 0.0114290077385398 0.111222044558454 1.85868234548881e-05
1 13828 514213.672331765 3374862.50328362 "ARISTR" 2.42396946826062 1.5 3 0.000143910513197452 0.0114290077385398 0.111220671083444 1.85868234548881e-05
1 21151 514198.264546339 3374874.0022276 "ARISTR" 2.42395364765688 1.5 3 0.000143910513197452 0.0114290077385398 0.111219240952958 1.85868234548881e-05
1 17699 514194.984930835 3374908.54722831 "ARISTR" 2.42378473220262 1.5 3 0.000143910513197452 0.0114290077385398 0.111203972116558 1.85868234548881e-05
1 15768 514190.742504115 3374877.20775307 "ARISTR" 2.42370183091348 1.5 3 0.000143910513197452 0.0114290077385398 0.111196478767664 1.85868234548881e-05
1 22503 514177.675800549 3374867.98338997 "ARISTR" 2.42369734278922 1.5 3 0.000143910513197452 0.0114290077385398 0.111196073098546 1.85868234548881e-05
1 21105 514191.337885813 3374875.28576373 "ARISTR" 2.42355834623497 1.5 3 0.000143910513197452 0.0114290077385398 0.111183509945886 1.85868234548881e-05
1 21397 514166.810186417 3374891.85519041 "ARISTR" 2.4235529001425 1.5 3 0.000143910513197452 0.0114290077385398 0.111183017717043 1.85868234548881e-05
1 22577 514181.666320683 3374923.82990183 "ARISTR" 2.42339586602458 1.5 3 0.000143910513197452 0.0114290077385398 0.11116882511767 1.85868234548881e-05
1 24159 514204.289905212 3374922.20563372 "ARISTR" 2.42337417607539 1.5 3 0.000143910513197452 0.0114290077385398 0.111166864870104 1.85868234548881e-05
1 18019 514179.162618648 3374857.44677468 "ARISTR" 2.4233039281036 1.5 3 0.000143910513197452 0.0114290077385398 0.11116051626687 1.85868234548881e-05
1 2619 514207.960065368 3374945.79489774 "ARISTR" 2.4231826002284 1.5 3 0.000143910513197452 0.0114290077385398 0.111149551779438 1.85868234548881e-05
1 5072 514155.984671423 3374846.60709927 "ARISTR" 2.42310893955743 1.5 3 0.000143910513197452 0.0114290077385398 0.111142895271392 1.85868234548881e-05
1 4612 514185.098838593 3374889.36076117 "ARISTR" 2.42310671455076 1.5 3 0.000143910513197452 0.0114290077385398 0.111142694206841 1.85868234548881e-05
1 25609 514151.570463883 3374913.54297418 "ARISTR" 2.42296304904647 1.5 3 0.000143910513197452 0.0114290077385398 0.111129712134904 1.85868234548881e-05
1 25324 514201.349446213 3374870.91916369 "ARISTR" 2.42288405419379 1.5 3 0.000143910513197452 0.0114290077385398 0.111122574226933 1.85868234548881e-05
1 24665 514186.47278096 3374861.68075325 "ARISTR" 2.42248722308552 1.5 3 0.000143910513197452 0.0114290077385398 0.111086720319913 1.85868234548881e-05
1 15258 514160.305177389 3374938.41393618 "ARISTR" 2.42248628458418 1.5 3 0.000143910513197452 0.0114290077385398 0.111086635532558 1.85868234548881e-05
1 10202 514162.187949788 3374855.10966775 "ARISTR" 2.42236499280935 1.5 3 0.000143910513197452 0.0114290077385398 0.111075677895523 1.85868234548881e-05
1 15986 514156.070844319 3374847.36490746 "ARISTR" 2.42230749251355 1.5 3 0.000143910513197452 0.0114290077385398 0.111070483439308 1.85868234548881e-05
1 6067 514149.650755483 3374879.79725944 "ARISTR" 2.42225381662185 1.5 3 0.000143910513197452 0.0114290077385398 0.111065634579696 1.85868234548881e-05
1 581 514178.817048367 3374922.72758624 "QUELAE" 2.42201328778639 3.47221772943873 3 0.000143910513197452 0.186815752310186 0.710687329662817 0.000302758237504118
1 3989 514193.343326749 3374850.35657643 "ARISTR" 2.42194259279319 1.5 3 0.000143910513197452 0.0114290077385398 0.111037521951593 1.85868234548881e-05
1 13957 514163.921285323 3374928.44739062 "ARISTR" 2.42185489956164 1.5 3 0.000143910513197452 0.0114290077385398 0.111029601316903 1.85868234548881e-05
1 8888 514165.124680339 3374850.80591375 "ARISTR" 2.42182961725562 1.5 3 0.000143910513197452 0.0114290077385398 0.111027317818218 1.85868234548881e-05
1 17813 514209.700616858 3374854.81188478 "ARISTR" 2.42179849908886 1.5 3 0.000143910513197452 0.0114290077385398 0.111024507256153 1.85868234548881e-05
1 19850 514198.455103943 3374940.5757274 "ARISTR" 2.42166416886671 1.5 3 0.000143910513197452 0.0114290077385398 0.111012375085308 1.85868234548881e-05
1 22656 514186.270850949 3374864.4493127 "ARISTR" 2.42164720827179 1.5 3 0.000143910513197452 0.0114290077385398 0.11101084331832 1.85868234548881e-05
1 15827 514180.691869018 3374946.33520606 "ARISTR" 2.42142674488225 1.5 3 0.000143910513197452 0.0114290077385398 0.110990933493 1.85868234548881e-05
1 1761 514170.954418694 3374946.64113116 "ARISTR" 2.42133805893886 1.5 3 0.000143910513197452 0.0114290077385398 0.110982924851296 1.85868234548881e-05
1 19509 514194.06590761 3374917.45780234 "ARISTR" 2.421207438325 1.5 3 0.000143910513197452 0.0114290077385398 0.110971129884725 1.85868234548881e-05
1 23578 514149.893713027 3374885.84194539 "ARISTR" 2.42119105274562 1.5 3 0.000143910513197452 0.0114290077385398 0.110969650319873 1.85868234548881e-05
1 18845 514202.194871431 3374877.17187084 "ARISTR" 2.42116324294208 1.5 3 0.000143910513197452 0.0114290077385398 0.110967139206742 1.85868234548881e-05
1 15615 514152.274666058 3374918.34069525 "ARISTR" 2.42113376188315 1.5 3 0.000143910513197452 0.0114290077385398 0.110964477216542 1.85868234548881e-05
1 8212 514209.406956832 3374902.86626468 "ARISTR" 2.42108641555951 1.5 3 0.000143910513197452 0.0114290077385398 0.11096020214929 1.85868234548881e-05
1 19655 514163.783926707 3374844.26520437 "ARISTR" 2.42096560268829 1.5 3 0.000143910513197452 0.0114290077385398 0.11094929389477 1.85868234548881e-05
1 7518 514195.232729463 3374854.74721105 "ARISTR" 2.42095186738932 1.5 3 0.000143910513197452 0.0114290077385398 0.110948053761194 1.85868234548881e-05
1 4123 514172.727256052 3374902.17415971 "ARISTR" 2.42091878305423 1.5 3 0.000143910513197452 0.0114290077385398 0.110945066668593 1.85868234548881e-05
1 21988 514155.18486512 3374851.2480395 "ARISTR" 2.42077260171527 1.5 3 0.000143910513197452 0.0114290077385398 0.110931868836124 1.85868234548881e-05
1 1845 514161.943414862 3374938.29209394 "ARISTR" 2.4205763091359 1.5 3 0.000143910513197452 0.0114290077385398 0.110914147977759 1.85868234548881e-05
1 934 514176.343125283 3374881.0195615 "ARISTR" 2.42055372852234 1.5 3 0.000143910513197452 0.0114290077385398 0.110912109539495 1.85868234548881e-05
1 14645 514160.807470452 3374939.74070113 "ARISTR" 2.42052242466855 1.5 3 0.000143910513197452 0.0114290077385398 0.11090928365152 1.85868234548881e-05
1 4107 514180.930728074 3374912.36993583 "ARISTR" 2.42048400727536 1.5 3 0.000143910513197452 0.0114290077385398 0.110905815652553 1.85868234548881e-05
1 5646 514201.450491964 3374909.51921929 "ARISTR" 2.42024836010688 1.5 3 0.000143910513197452 0.0114290077385398 0.110884544577522 1.85868234548881e-05
1 2931 514209.676511618 3374865.31691055 "ARISTR" 2.42023723653104 1.5 3 0.000143910513197452 0.0114290077385398 0.11088354053951 1.85868234548881e-05
1 8772 514171.332906723 3374938.00264 "ARISTR" 2.42016089419724 1.5 3 0.000143910513197452 0.0114290077385398 0.110876649836152 1.85868234548881e-05
1 12916 514155.874566316 3374922.51707362 "ARISTR" 2.42009796707181 1.5 3 0.000143910513197452 0.0114290077385398 0.11087097015583 1.85868234548881e-05
1 10400 514203.374853011 3374915.78158207 "ARISTR" 2.42009724360747 1.5 3 0.000143910513197452 0.0114290077385398 0.110870904858174 1.85868234548881e-05
1 4995 514152.339103649 3374867.09839506 "ARISTR" 2.42009629740436 1.5 3 0.000143910513197452 0.0114290077385398 0.110870819456834 1.85868234548881e-05
1 15397 514196.60648398 3374874.74781873 "ARISTR" 2.42006976964756 1.5 3 0.000143910513197452 0.0114290077385398 0.110868425157476 1.85868234548881e-05
1 22292 514174.500479955 3374860.33244599 "ARISTR" 2.41983654196077 1.5 3 0.000143910513197452 0.0114290077385398 0.11084737596618 1.85868234548881e-05
1 20859 514194.265800139 3374851.10096618 "ARISTR" 2.41976166788741 1.5 3 0.000143910513197452 0.0114290077385398 0.110840618872359 1.85868234548881e-05
1 23174 514212.740038501 3374904.23846279 "ARISTR" 2.41948033048853 1.5 3 0.000143910513197452 0.0114290077385398 0.110815231079616 1.85868234548881e-05
1 19456 514202.116612819 3374893.50513892 "ARISTR" 2.4194544896561 1.5 3 0.000143910513197452 0.0114290077385398 0.110812899355142 1.85868234548881e-05
1 7362 514208.55367167 3374903.15043692 "ARISTR" 2.41942927985044 1.5 3 0.000143910513197452 0.0114290077385398 0.110810624594088 1.85868234548881e-05
1 8050 514195.959586747 3374932.05685828 "ARISTR" 2.41938597662547 1.5 3 0.000143910513197452 0.0114290077385398 0.110806717259856 1.85868234548881e-05
1 6987 514170.706973726 3374905.69540483 "ARISTR" 2.41919200810046 1.5 3 0.000143910513197452 0.0114290077385398 0.110789215935084 1.85868234548881e-05
1 15335 514186.761957157 3374846.04384006 "ARISTR" 2.41917432334048 1.5 3 0.000143910513197452 0.0114290077385398 0.110787620348411 1.85868234548881e-05
1 13626 514204.884574176 3374927.30643664 "ARISTR" 2.41908994799175 1.5 3 0.000143910513197452 0.0114290077385398 0.110780007837575 1.85868234548881e-05
1 1443 514208.339686855 3374925.81880443 "ARISTR" 2.41905271051548 1.5 3 0.000143910513197452 0.0114290077385398 0.110776648280745 1.85868234548881e-05
1 22242 514148.432021818 3374939.68268116 "ARISTR" 2.41904155562982 1.5 3 0.000143910513197452 0.0114290077385398 0.110775641899206 1.85868234548881e-05
1 4645 514190.562391079 3374888.93670013 "ARISTR" 2.41899183899027 1.5 3 0.000143910513197452 0.0114290077385398 0.11077115657331 1.85868234548881e-05
1 23404 514213.312672854 3374900.1003675 "ARISTR" 2.41893564977147 1.5 3 0.000143910513197452 0.0114290077385398 0.110766087413202 1.85868234548881e-05
1 3232 514160.159393271 3374872.77849939 "ARISTR" 2.41888591447163 1.5 3 0.000143910513197452 0.0114290077385398 0.11076160059441 1.85868234548881e-05
1 9550 514204.653910616 3374849.9522095 "ARISTR" 2.4187868372255 1.5 3 0.000143910513197452 0.0114290077385398 0.11075266270954 1.85868234548881e-05
1 10544 514155.782001808 3374937.74545159 "ARISTR" 2.4187212683516 1.5 3 0.000143910513197452 0.0114290077385398 0.110746747853011 1.85868234548881e-05
1 1781 514176.342336307 3374892.55221817 "ARISTR" 2.41871011847695 1.5 3 0.000143910513197452 0.0114290077385398 0.110745742057269 1.85868234548881e-05
1 18150 514149.047321672 3374891.49620302 "ARISTR" 2.41870324227705 1.5 3 0.000143910513197452 0.0114290077385398 0.110745121778763 1.85868234548881e-05
1 6328 514197.310637152 3374915.50555703 "ARISTR" 2.41860591417319 1.5 3 0.000143910513197452 0.0114290077385398 0.110736342326445 1.85868234548881e-05
1 4289 514206.082891517 3374853.40872576 "ARISTR" 2.41854709470703 1.5 3 0.000143910513197452 0.0114290077385398 0.110731036700358 1.85868234548881e-05
1 24848 514213.448554177 3374939.7126633 "ARISTR" 2.41851545075104 1.5 3 0.000143910513197452 0.0114290077385398 0.110728182408006 1.85868234548881e-05
1 2356 514168.055970363 3374921.03560086 "ARISTR" 2.41847207066322 1.5 3 0.000143910513197452 0.0114290077385398 0.110724269572652 1.85868234548881e-05
1 19051 514212.600355018 3374858.04691293 "ARISTR" 2.41827650621669 1.5 3 0.000143910513197452 0.0114290077385398 0.110706630723892 1.85868234548881e-05
1 13864 514174.218631801 3374897.11689431 "ARISTR" 2.41827451782277 1.5 3 0.000143910513197452 0.0114290077385398 0.110706451388688 1.85868234548881e-05
1 5077 514153.718446734 3374877.1879826 "ARISTR" 2.41827403701875 1.5 3 0.000143910513197452 0.0114290077385398 0.110706408024522 1.85868234548881e-05
1 6411 514207.575997021 3374855.96973237 "ARISTR" 2.41824125036245 1.5 3 0.000143910513197452 0.0114290077385398 0.11070345098493 1.85868234548881e-05
1 13168 514193.123956424 3374931.76814077 "ARISTR" 2.41816614356526 1.5 3 0.000143910513197452 0.0114290077385398 0.110696677224157 1.85868234548881e-05
1 12738 514180.631151715 3374870.60412058 "ARISTR" 2.41816508986307 1.5 3 0.000143910513197452 0.0114290077385398 0.110696582193909 1.85868234548881e-05
1 17836 514177.611561575 3374923.10149937 "ARISTR" 2.41814475733423 1.5 3 0.000143910513197452 0.0114290077385398 0.110694748471842 1.85868234548881e-05
1 7105 514175.328614829 3374871.18769848 "ARISTR" 2.41812793317307 1.5 3 0.000143910513197452 0.0114290077385398 0.11069323116891 1.85868234548881e-05
1 23114 514167.150692828 3374907.75630182 "ARISTR" 2.41802236358714 1.5 3 0.000143910513197452 0.0114290077385398 0.110683710509419 1.85868234548881e-05
1 5097 514193.050504115 3374882.91047349 "ARISTR" 2.41801234201666 1.5 3 0.000143910513197452 0.0114290077385398 0.110682806747726 1.85868234548881e-05
1 23532 514191.350760208 3374947.10319821 "ARISTR" 2.41791161762067 1.5 3 0.000143910513197452 0.0114290077385398 0.110673723457989 1.85868234548881e-05
1 7021 514197.445488743 3374894.3400915 "ARISTR" 2.41789563251151 1.5 3 0.000143910513197452 0.0114290077385398 0.110672281960355 1.85868234548881e-05
1 16026 514154.480133835 3374915.16554616 "ARISTR" 2.41784641362216 1.5 3 0.000143910513197452 0.0114290077385398 0.110667843580626 1.85868234548881e-05
1 18921 514188.915205889 3374858.01891618 "ARISTR" 2.41783212599026 1.5 3 0.000143910513197452 0.0114290077385398 0.110666555190566 1.85868234548881e-05
1 16703 514188.798275751 3374896.46998947 "ARISTR" 2.41776168292531 1.5 3 0.000143910513197452 0.0114290077385398 0.110660203081088 1.85868234548881e-05
1 10625 514162.61929826 3374924.37806107 "ARISTR" 2.41776081869489 1.5 3 0.000143910513197452 0.0114290077385398 0.110660125151377 1.85868234548881e-05
1 1621 514156.82171675 3374895.60161014 "ARISTR" 2.417740399397 1.5 3 0.000143910513197452 0.0114290077385398 0.110658283902612 1.85868234548881e-05
1 3812 514200.934024605 3374845.24431361 "ARISTR" 2.41772332126471 1.5 3 0.000143910513197452 0.0114290077385398 0.110656743944992 1.85868234548881e-05
1 17993 514195.867723344 3374909.15035466 "ARISTR" 2.41767745759834 1.5 3 0.000143910513197452 0.0114290077385398 0.110652608410176 1.85868234548881e-05
1 10225 514183.954341078 3374876.99628434 "ARISTR" 2.41750656031069 1.5 3 0.000143910513197452 0.0114290077385398 0.110637199242027 1.85868234548881e-05
1 24884 514167.353754787 3374916.37379844 "ARISTR" 2.41747300430941 1.5 3 0.000143910513197452 0.0114290077385398 0.110634173747228 1.85868234548881e-05
1 12980 514187.970464644 3374907.95291908 "ARISTR" 2.41729894355378 1.5 3 0.000143910513197452 0.0114290077385398 0.110618480638605 1.85868234548881e-05
1 17141 514198.275871795 3374942.90689666 "ARISTR" 2.41723006121915 1.5 3 0.000143910513197452 0.0114290077385398 0.11061227059281 1.85868234548881e-05
1 2257 514162.119414572 3374899.00800141 "ARISTR" 2.41722715485742 1.5 3 0.000143910513197452 0.0114290077385398 0.110612008575276 1.85868234548881e-05
1 19718 514193.844701828 3374917.32749816 "ARISTR" 2.41720663523645 1.5 3 0.000143910513197452 0.0114290077385398 0.110610158676432 1.85868234548881e-05
1 769 514169.76159784 3374930.51995874 "ARISTR" 2.41692966317163 1.5 3 0.000143910513197452 0.0114290077385398 0.110585190392868 1.85868234548881e-05
1 6599 514181.135062123 3374927.89249092 "ARISTR" 2.41692571878891 1.5 3 0.000143910513197452 0.0114290077385398 0.110584834837465 1.85868234548881e-05
1 2344 514165.791816858 3374890.03179061 "ARISTR" 2.41691733695834 1.5 3 0.000143910513197452 0.0114290077385398 0.110584079282545 1.85868234548881e-05
1 15262 514166.687528616 3374893.18956215 "ARISTR" 2.41681450076594 1.5 3 0.000143910513197452 0.0114290077385398 0.11057480963002 1.85868234548881e-05
1 3444 514207.34343802 3374852.31525711 "ARISTR" 2.41669807728766 1.5 3 0.000143910513197452 0.0114290077385398 0.110564315681604 1.85868234548881e-05
1 15146 514204.11646824 3374904.97364806 "ARISTR" 2.41668934632777 1.5 3 0.000143910513197452 0.0114290077385398 0.110563528727439 1.85868234548881e-05
1 11065 514200.679523954 3374902.14007055 "ARISTR" 2.41667265961749 1.5 3 0.000143910513197452 0.0114290077385398 0.110562024699322 1.85868234548881e-05
1 8464 514165.649665451 3374908.29136342 "ARISTR" 2.41650367480505 1.5 3 0.000143910513197452 0.0114290077385398 0.110546794109631 1.85868234548881e-05
1 24969 514176.069689226 3374850.98897929 "ARISTR" 2.41642548387526 1.5 3 0.000143910513197452 0.0114290077385398 0.110539747116077 1.85868234548881e-05
1 21230 514170.560301749 3374880.32053643 "ARISTR" 2.41635148740423 1.5 3 0.000143910513197452 0.0114290077385398 0.110533078353782 1.85868234548881e-05
1 11670 514150.805294225 3374864.37643292 "ARISTR" 2.41621487536557 1.5 3 0.000143910513197452 0.0114290077385398 0.110520767027532 1.85868234548881e-05
